subject,ANGLES_RIGHT_ANKLE_X_INT_NET_delta,ANGLES_RIGHT_ANKLE_X_INT_NET_slope,ANGLES_RIGHT_ANKLE_X_MAX_delta,ANGLES_RIGHT_ANKLE_X_MAX_slope,ANGLES_RIGHT_ANKLE_X_MIN_delta,ANGLES_RIGHT_ANKLE_X_MIN_slope,ANGLES_RIGHT_ANKLE_X_TD_delta,ANGLES_RIGHT_ANKLE_X_TD_slope,ANGLES_RIGHT_ANKLE_X_TO_delta,ANGLES_RIGHT_ANKLE_X_TO_slope,ANGLES_RIGHT_ANKLE_Y_INT_NET_delta,ANGLES_RIGHT_ANKLE_Y_INT_NET_slope,ANGLES_RIGHT_ANKLE_Y_MAX_delta,ANGLES_RIGHT_ANKLE_Y_MAX_slope,ANGLES_RIGHT_ANKLE_Y_MIN_delta,ANGLES_RIGHT_ANKLE_Y_MIN_slope,ANGLES_RIGHT_ANKLE_Y_TD_delta,ANGLES_RIGHT_ANKLE_Y_TD_slope,ANGLES_RIGHT_ANKLE_Y_TO_delta,ANGLES_RIGHT_ANKLE_Y_TO_slope,ANGLES_RIGHT_ANKLE_Z_INT_NET_delta,ANGLES_RIGHT_ANKLE_Z_INT_NET_slope,ANGLES_RIGHT_ANKLE_Z_MAX_delta,ANGLES_RIGHT_ANKLE_Z_MAX_slope,ANGLES_RIGHT_ANKLE_Z_MIN_delta,ANGLES_RIGHT_ANKLE_Z_MIN_slope,ANGLES_RIGHT_ANKLE_Z_TD_delta,ANGLES_RIGHT_ANKLE_Z_TD_slope,ANGLES_RIGHT_ANKLE_Z_TO_delta,ANGLES_RIGHT_ANKLE_Z_TO_slope,ANGLES_RIGHT_HIP_X_INT_NET_delta,ANGLES_RIGHT_HIP_X_INT_NET_slope,ANGLES_RIGHT_HIP_X_MAX_delta,ANGLES_RIGHT_HIP_X_MAX_slope,ANGLES_RIGHT_HIP_X_MIN_delta,ANGLES_RIGHT_HIP_X_MIN_slope,ANGLES_RIGHT_HIP_X_TD_delta,ANGLES_RIGHT_HIP_X_TD_slope,ANGLES_RIGHT_HIP_X_TO_delta,ANGLES_RIGHT_HIP_X_TO_slope,ANGLES_RIGHT_HIP_Y_INT_NET_delta,ANGLES_RIGHT_HIP_Y_INT_NET_slope,ANGLES_RIGHT_HIP_Y_MAX_delta,ANGLES_RIGHT_HIP_Y_MAX_slope,ANGLES_RIGHT_HIP_Y_MIN_delta,ANGLES_RIGHT_HIP_Y_MIN_slope,ANGLES_RIGHT_HIP_Y_TD_delta,ANGLES_RIGHT_HIP_Y_TD_slope,ANGLES_RIGHT_HIP_Y_TO_delta,ANGLES_RIGHT_HIP_Y_TO_slope,ANGLES_RIGHT_HIP_Z_INT_NET_delta,ANGLES_RIGHT_HIP_Z_INT_NET_slope,ANGLES_RIGHT_HIP_Z_MAX_delta,ANGLES_RIGHT_HIP_Z_MAX_slope,ANGLES_RIGHT_HIP_Z_MIN_delta,ANGLES_RIGHT_HIP_Z_MIN_slope,ANGLES_RIGHT_HIP_Z_TD_delta,ANGLES_RIGHT_HIP_Z_TD_slope,ANGLES_RIGHT_HIP_Z_TO_delta,ANGLES_RIGHT_HIP_Z_TO_slope,ANGLES_RIGHT_KNEE_X_INT_NET_delta,ANGLES_RIGHT_KNEE_X_INT_NET_slope,ANGLES_RIGHT_KNEE_X_MAX_delta,ANGLES_RIGHT_KNEE_X_MAX_slope,ANGLES_RIGHT_KNEE_X_MIN_delta,ANGLES_RIGHT_KNEE_X_MIN_slope,ANGLES_RIGHT_KNEE_X_TD_delta,ANGLES_RIGHT_KNEE_X_TD_slope,ANGLES_RIGHT_KNEE_X_TO_delta,ANGLES_RIGHT_KNEE_X_TO_slope,ANGLES_RIGHT_KNEE_Y_INT_NET_delta,ANGLES_RIGHT_KNEE_Y_INT_NET_slope,ANGLES_RIGHT_KNEE_Y_MAX_delta,ANGLES_RIGHT_KNEE_Y_MAX_slope,ANGLES_RIGHT_KNEE_Y_MIN_delta,ANGLES_RIGHT_KNEE_Y_MIN_slope,ANGLES_RIGHT_KNEE_Y_TD_delta,ANGLES_RIGHT_KNEE_Y_TD_slope,ANGLES_RIGHT_KNEE_Y_TO_delta,ANGLES_RIGHT_KNEE_Y_TO_slope,ANGLES_RIGHT_KNEE_Z_INT_NET_delta,ANGLES_RIGHT_KNEE_Z_INT_NET_slope,ANGLES_RIGHT_KNEE_Z_MAX_delta,ANGLES_RIGHT_KNEE_Z_MAX_slope,ANGLES_RIGHT_KNEE_Z_MIN_delta,ANGLES_RIGHT_KNEE_Z_MIN_slope,ANGLES_RIGHT_KNEE_Z_TD_delta,ANGLES_RIGHT_KNEE_Z_TD_slope,ANGLES_RIGHT_KNEE_Z_TO_delta,ANGLES_RIGHT_KNEE_Z_TO_slope,ContactTime_delta,ContactTime_slope,FlightTimes_delta,FlightTimes_slope,StepFrequency_delta,StepFrequency_slope
P61,-0.15371161316755666,-0.007168927126176098,-1.7068201726332575,-0.045222124937330105,-0.07646113833550672,-0.015897905132371683,-1.7068201726332575,-0.045222124937330105,-0.6747224636194735,-0.02904003469633787,-0.024080252659644863,-0.0011771516454545132,-0.8835760915439721,-0.051522458441571314,-0.09532045162820424,-0.00283149521996126,0.3584682610628809,0.01719579118570824,-0.8835760915439721,-0.051522458441571314,-0.05207206649573082,-0.00023713465369661253,-0.16493813658242962,-0.0022657447336957496,-0.35843828607045225,-0.005208689711205332,-0.31608994814459423,-0.001035700971589782,-0.16493813658242962,-0.0022657447336957496,0.06583901255686886,0.0032844141598998367,0.2391562539532046,0.01624352902676552,-0.6700481082338867,-0.03201656092985959,0.33562610939338544,0.009823951706643706,-0.6700481082338867,-0.03201656092985959,-0.2400144175226142,-0.01023802388801225,-0.5025047651470089,-0.027014986310565408,-0.24445828447272788,-0.009707398318554503,-0.24445828447272788,-0.009707398318554503,-0.5025047651470089,-0.027014986310565408,0.09457430866224459,0.003647522643123174,0.544064353941947,0.029206660678333364,0.6839842837877796,0.016410609049936745,0.3330610056878087,0.02275545817537384,1.0270597787981792,0.04366183958017258,-0.02960924402880738,-0.00042050876224043206,-0.2840846344573238,-0.0012671831974310228,-0.19919249611036527,-0.005496528399339166,-0.30568143086048144,-0.005516220102047711,0.34802116000063554,0.013746104228957166,0.2010827967977198,0.0076985005273755855,0.4830353266474816,0.01585259353979902,0.40205955183738773,0.025272718463042947,-0.9777046329327028,-0.04102139623501493,0.40205955183738773,0.025272718463042947,0.024001060025744647,0.0009397411616013729,-0.1417359114949317,-0.0021781413155539985,0.7280167983026598,0.004833813166004457,1.0073839889208465,0.01861168928353959,-0.271503642093343,0.0016942393322600612,0.002416666666666706,0.00010189098998887656,0.001833333333333409,3.281423804226921e-05,-0.009517412470806619,-0.0003030919503034588
